accuracy,loss,val_accuracy,val_loss,val_f1_macro,val_f1_weighted,north_added_block_0,north_active_block_0,training_time_s
0.6811769604682922,1.12993323802948,0.7405318021774292,0.9934884905815125,0.10636574074074075,0.6301377324141225,1,17,266.45629779999945
0.7315598726272583,1.0028460025787354,0.7405318021774292,0.9761342406272888,0.10636574074074075,0.6301377324141225,1,18,266.45629779999945
0.7337766885757446,0.9474597573280334,0.7429492473602295,0.9466527104377747,0.13276242424533236,0.6447780812297819,1,19,266.45629779999945
0.7448609471321106,0.8283554911613464,0.7244157791137695,0.9820571541786194,0.1612262458335583,0.6552532494089096,3,22,266.45629779999945
0.7678355574607849,0.7177286148071289,0.70024174451828,1.0349578857421875,0.17952481115565105,0.6555829355340235,3,25,266.45629779999945
0.7976622581481934,0.6191646456718445,0.6889604926109314,1.1002475023269653,0.22583145574425167,0.659714759908931,5,30,266.45629779999945
0.8272873759269714,0.5221309661865234,0.6881546974182129,1.1904361248016357,0.2603306027149459,0.6683783347477361,7,37,266.45629779999945
0.8575171232223511,0.43901965022087097,0.6736502647399902,1.3062082529067993,0.2668058780974643,0.664496987986276,8,45,266.45629779999945
